,MSZoning,LotFrontage,LotArea,Street,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,GrLivArea,BsmtFullBath,FullBath,HalfBath,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,PoolQC,SaleType,SaleCondition,HouseAge,RemodAge,GarageAge,SalePrice
844,RM,4.605170185988092,9.446597562435775,Pave,IR1,Lvl,AllPub,Inside,Gtl,OldTown,Artery,Norm,1Fam,1.5Fin,5,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,TA,Mn,Unf,0,Unf,876,876,GasA,Gd,Y,SBrkr,876,540,7.255591274253665,0,1,1,TA,7,Typ,1,Gd,Detchd,Unf,3,720,TA,TA,Y,418,0,NA,WD,Normal,106,71,72.0,11.94405831982697
845,RL,4.249208678464876,9.719985298994011,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,Sawyer,RRAe,Norm,1Fam,SFoyer,5,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,Gd,TA,Gd,ALQ,1390,Unf,0,1390,GasA,TA,Y,SBrkr,1701,0,7.438971592395862,1,2,0,TA,6,Min2,2,TA,Basment,Fin,2,611,TA,TA,Y,0,0,NA,WD,Normal,46,40,46.0,12.049418835484797
846,RL,4.31748811353631,9.139595967450425,Pave,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,7,Gable,CompShg,HdBoard,HdBoard,BrkFace,137.0,Gd,TA,PConc,Gd,TA,No,ALQ,513,Unf,227,740,GasA,Ex,Y,SBrkr,1006,769,7.4815557019095165,1,2,1,Gd,7,Typ,1,TA,Attchd,Unf,2,425,TA,TA,Y,234,72,NA,WD,Normal,28,28,28.0,12.269047444691562
847,RL,3.58351893845611,9.650078074026442,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,Gable,CompShg,HdBoard,Plywood,None,0.0,TA,TA,CBlock,TA,TA,Av,BLQ,460,Unf,404,864,GasA,Ex,Y,SBrkr,864,0,6.761572768804055,1,1,0,TA,5,Typ,1,Fa,Attchd,Unf,1,338,TA,TA,Y,0,0,NA,WD,Normal,49,49,49.0,11.801856756822442
848,RL,4.31748811353631,10.727662995502477,Pave,IR2,Bnk,AllPub,Inside,Gtl,ClearCr,Norm,Norm,1Fam,1.5Fin,6,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0,Unf,907,907,GasA,TA,Y,SBrkr,1307,1051,7.765569081097317,0,3,0,TA,10,Typ,1,Gd,Detchd,Unf,2,360,Fa,TA,Y,486,40,NA,WD,Normal,113,24,113.0,12.388394202324129
849,RL,4.382026634673881,9.169518377455928,Pave,Reg,Lvl,AllPub,FR2,Gtl,Veenker,Feedr,Norm,1Fam,SLvl,6,Hip,CompShg,Plywood,Plywood,BrkFace,360.0,Gd,Gd,CBlock,TA,TA,No,Unf,0,Unf,528,528,GasA,Ex,Y,SBrkr,1094,761,7.5256399750415355,0,2,1,TA,7,Typ,1,TA,Attchd,RFn,2,512,TA,TA,Y,113,100,NA,WD,Normal,45,27,45.0,12.138863895836725
850,RM,3.58351893845611,8.39728289474368,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,TwnhsE,1Story,6,Gable,CompShg,VinylSd,VinylSd,BrkFace,170.0,Gd,TA,PConc,Gd,TA,Av,GLQ,659,Unf,189,848,GasA,Ex,Y,SBrkr,848,0,6.742880635791903,1,1,0,Gd,3,Typ,0,NA,Attchd,Fin,2,420,TA,TA,Y,140,0,NA,WD,Normal,18,18,18.0,11.786762130599957
851,RL,4.249208678464876,8.069655306886165,Pave,Reg,Lvl,AllPub,Inside,Gtl,Blmngtn,Norm,Norm,TwnhsE,1Story,8,Gable,CompShg,VinylSd,VinylSd,BrkFace,40.0,Gd,TA,PConc,Gd,TA,Gd,Unf,0,Unf,1273,1273,GasA,Ex,Y,SBrkr,1456,0,7.283448228756631,0,2,0,Gd,7,Typ,1,TA,Attchd,Fin,2,400,TA,TA,Y,143,20,NA,WD,Normal,18,18,18.0,12.2783933071098
852,RL,3.970291913552122,8.871785969150645,Pave,Reg,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,2.5Unf,7,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,Gd,CBlock,TA,TA,No,Rec,364,Unf,554,918,GasA,Gd,Y,SBrkr,918,728,7.406103381237015,0,2,0,TA,7,Typ,2,Gd,Detchd,Unf,1,240,TA,TA,Y,0,0,NA,WD,Normal,80,71,80.0,12.007621706806335
853,RL,4.249208678464876,9.400547423044127,Pave,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,SLvl,6,Gable,CompShg,MetalSd,HdBoard,BrkFace,115.0,TA,Gd,CBlock,TA,TA,Gd,Rec,564,Unf,563,1127,GasA,TA,Y,SBrkr,1445,0,7.275864600546533,0,1,1,TA,7,Typ,1,Fa,Attchd,RFn,2,645,TA,TA,Y,180,0,NA,WD,Normal,57,57,57.0,11.970350312009105
854,RL,4.624972813284271,9.793672686528922,Pave,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,Hip,CompShg,Wd Sdng,Plywood,None,0.0,TA,TA,CBlock,TA,TA,Mn,ALQ,306,Rec,372,1763,GasA,TA,Y,SBrkr,1779,0,7.483806687665835,1,1,1,TA,6,Typ,1,Gd,Attchd,Unf,2,454,TA,TA,Y,0,418,NA,WD,Abnorml,66,47,66.0,12.043553716032399
855,RL,4.249208678464876,8.83884181343129,Pave,IR1,Lvl,AllPub,Corner,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,Gd,CBlock,TA,TA,No,ALQ,659,Unf,381,1040,GasA,Ex,Y,SBrkr,1040,0,6.946975992135418,1,1,1,TA,6,Typ,0,NA,Detchd,Unf,1,260,TA,TA,Y,0,104,NA,WD,Normal,59,11,59.0,11.751942365440728
856,RL,4.249208678464876,9.302919553269277,Pave,IR1,Low,AllPub,Inside,Mod,CollgCr,Norm,Norm,1Fam,SLvl,6,Gable,CompShg,Plywood,HdBoard,None,0.0,TA,TA,CBlock,Gd,Gd,Gd,GLQ,505,LwQ,0,940,GasA,TA,Y,SBrkr,1026,0,6.933423025730715,1,1,0,TA,5,Typ,0,NA,Detchd,Unf,2,576,TA,Fa,Y,0,0,NA,WD,Normal,43,43,40.0,11.898187865760873
857,RL,4.174387269895637,9.002701007197938,Pave,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,PConc,Gd,TA,No,Unf,0,Unf,702,702,GasA,Gd,Y,SBrkr,702,779,7.300472814267799,0,2,1,TA,6,Typ,1,TA,Attchd,Fin,2,343,TA,TA,Y,0,36,NA,WD,Normal,27,26,27.0,12.066810578196666
858,RL,4.382026634673881,9.249561085129464,Pave,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,7,Gable,CompShg,HdBoard,HdBoard,BrkFace,189.0,TA,TA,CBlock,Gd,TA,No,Unf,0,Unf,1090,1090,GasA,TA,Y,SBrkr,1370,0,7.222566018822171,0,2,0,TA,6,Typ,1,TA,Attchd,RFn,2,479,TA,TA,Y,0,0,NA,WD,Family,45,45,45.0,11.931635799828413
859,RL,4.249208678464876,9.308283446306147,Pave,IR1,Lvl,AllPub,Corner,Gtl,NWAmes,PosA,Norm,1Fam,2Story,6,Gable,CompShg,HdBoard,HdBoard,BrkFace,220.0,TA,TA,CBlock,TA,TA,Mn,BLQ,619,Unf,435,1054,GasA,TA,Y,SBrkr,1512,1142,7.8838232148921525,1,2,1,Gd,9,Typ,1,Gd,Attchd,Unf,2,619,TA,TA,Y,0,65,NA,WD,Normal,53,37,53.0,12.429216196844383
860,RL,4.007333185232471,8.941414628006845,Pave,Reg,Lvl,AllPub,Corner,Gtl,Crawfor,Norm,Norm,1Fam,1.5Fin,7,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,Gd,TA,BrkTil,TA,TA,No,Unf,0,Unf,912,912,GasA,Gd,Y,SBrkr,912,514,7.262628600974241,0,1,1,Gd,7,Typ,1,Gd,Detchd,Unf,1,216,TA,TA,Y,0,240,NA,WD,Normal,103,23,96.0,12.154516158615772
861,RL,4.31748811353631,9.360913230455557,Pave,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,2fmCon,1Story,5,Hip,CompShg,Plywood,HdBoard,None,0.0,TA,TA,PConc,TA,TA,Mn,BLQ,841,Unf,198,1039,GasA,Ex,Y,SBrkr,1039,0,6.946013991099227,1,1,1,TA,6,Typ,0,NA,Attchd,Unf,2,504,TA,TA,Y,0,0,NA,WD,Normal,56,56,56.0,11.786762130599957
862,RL,4.394449154672439,9.176990392294629,Pave,Reg,Lvl,AllPub,Corner,Gtl,SawyerW,Norm,Norm,1Fam,1Story,6,Hip,CompShg,HdBoard,Plywood,None,0.0,TA,TA,PConc,Gd,TA,No,GLQ,338,Unf,702,1040,GasA,TA,Y,SBrkr,1097,0,7.00033446027523,0,2,0,TA,6,Typ,0,NA,Attchd,Unf,2,480,TA,TA,Y,0,0,NA,WD,Normal,37,36,35.0,11.931635799828413
863,RL,4.248495242049359,8.97853441008332,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,Hip,CompShg,BrkFace,Plywood,None,0.0,TA,TA,CBlock,TA,TA,No,BLQ,1148,Unf,0,1148,GasA,TA,Y,SBrkr,1148,0,7.045776576879511,1,1,0,TA,6,Typ,0,NA,Attchd,Unf,1,672,TA,TA,Y,0,0,NA,WD,Normal,62,62,62.0,11.794337924408413
864,FV,4.276666119016055,9.064157861798101,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,7,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Ex,TA,No,Unf,0,Unf,1372,1372,GasA,Ex,Y,SBrkr,1372,0,7.22402480828583,0,2,0,Gd,6,Typ,0,NA,Attchd,Fin,2,529,TA,TA,Y,0,140,NA,New,Partial,14,13,13.0,12.431533509799543
865,RL,4.249208678464876,9.07680897935166,Pave,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,Gable,CompShg,MetalSd,MetalSd,BrkFace,76.0,TA,TA,CBlock,TA,TA,No,BLQ,828,Unf,174,1002,GasA,TA,Y,SBrkr,1002,0,6.90975328164481,1,1,0,TA,5,Typ,0,NA,Detchd,Unf,2,902,TA,TA,Y,0,0,NA,WD,Normal,51,51,48.0,11.908340237224891
866,RL,4.204692619390966,9.273878392780171,Pave,IR1,HLS,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,8,Gable,CompShg,VinylSd,VinylSd,Stone,274.0,Gd,TA,PConc,Gd,TA,Av,Unf,0,Unf,1638,1638,GasA,Ex,Y,SBrkr,1646,0,7.406103381237015,0,2,0,Gd,6,Typ,1,Gd,Attchd,RFn,3,870,TA,TA,Y,192,80,NA,New,Partial,15,14,14.0,12.424806488355683
867,RL,4.442651256490317,8.84937050375457,Pave,Reg,Lvl,AllPub,Corner,Gtl,Sawyer,Feedr,Norm,1Fam,1Story,4,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,932,Unf,108,1040,GasA,TA,Y,SBrkr,1120,0,7.02108396428914,1,1,1,Fa,5,Typ,0,NA,Attchd,RFn,2,544,TA,TA,Y,168,0,NA,WD,Normal,60,60,60.0,11.76756768334381
868,RL,4.249208678464876,9.599811590329997,Pave,IR2,Lvl,AllPub,Corner,Gtl,Gilbert,Feedr,Norm,1Fam,2Story,5,Gable,CompShg,Plywood,Plywood,None,0.0,TA,TA,Slab,NA,NA,NA,NA,0,NA,0,0,GasA,Gd,Y,SBrkr,1547,720,7.749322464660356,0,2,0,TA,7,Typ,1,TA,Attchd,Unf,2,672,TA,TA,P,120,144,NA,WD,Normal,73,71,42.0,12.037653993905211
869,RL,4.382026634673881,9.204121072162266,Pave,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,7,Gable,CompShg,MetalSd,MetalSd,BrkFace,246.0,Gd,TA,PConc,Gd,TA,No,GLQ,750,Unf,300,1050,GasA,Ex,Y,SBrkr,1062,887,7.575071699507561,1,2,1,Gd,8,Typ,1,TA,Attchd,Fin,2,574,TA,TA,Y,156,90,NA,WD,Normal,28,27,28.0,12.371587084007746
870,RL,4.0943445622221,8.794824928014517,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,PosN,Norm,1Fam,1Story,5,Hip,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,894,894,GasA,Gd,N,SBrkr,894,0,6.795705775173514,0,1,0,TA,5,Typ,0,NA,Detchd,Unf,1,308,TA,TA,Y,0,0,NA,WD,Normal,59,59,59.0,11.603679828238693
871,RL,4.248495242049359,9.07680897935166,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,6,Gable,CompShg,VinylSd,VinylSd,BrkFace,116.0,TA,TA,PConc,Gd,TA,No,GLQ,505,Unf,299,804,GasA,Ex,Y,SBrkr,804,878,7.427738840532894,0,2,1,Gd,7,Typ,0,NA,Attchd,RFn,2,523,TA,TA,Y,0,77,NA,WD,Normal,23,23,23.0,12.20856952572876
872,RL,4.30406509320417,9.092907275084087,Pave,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,Gable,CompShg,WdShing,Wd Shng,None,0.0,Gd,TA,Stone,TA,TA,Av,Unf,0,Unf,105,105,GasA,Gd,Y,SBrkr,910,0,6.813444599510896,0,1,0,Gd,5,Typ,0,NA,Attchd,Unf,2,414,TA,TA,Y,196,0,NA,WD,Normal,68,25,68.0,11.661345470088502
873,RL,4.0943445622221,9.404590499635411,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,Gable,CompShg,HdBoard,HdBoard,None,0.0,Gd,TA,CBlock,TA,TA,No,Rec,375,Unf,457,832,GasA,Gd,Y,SBrkr,1036,0,7.145196134997171,0,1,0,TA,6,Typ,1,Gd,Attchd,Unf,1,288,TA,TA,Y,0,28,NA,WD,Normal,72,71,72.0,11.79810440720389
874,RM,3.9512437185814275,8.651724084373843,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Artery,Norm,1Fam,1.5Fin,5,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,676,676,GasA,Ex,Y,SBrkr,676,455,7.030857476116121,0,1,1,TA,5,Typ,0,NA,Detchd,Unf,1,200,TA,TA,Y,26,0,NA,WD,Abnorml,80,71,80.0,11.104957226643945
875,FV,4.31748811353631,9.104979856318357,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,8,Gable,CompShg,CemntBd,CmentBd,None,0.0,Gd,TA,PConc,Gd,TA,Av,GLQ,64,Unf,1120,1184,GasA,Ex,Y,SBrkr,1184,1426,7.867105500316739,0,2,1,Ex,11,Typ,1,Gd,BuiltIn,Fin,2,550,TA,TA,Y,208,364,NA,New,Partial,14,14,14.0,12.623061104072981
876,RL,4.543294782270004,10.138006161871843,Pave,Reg,HLS,AllPub,Inside,Mod,Mitchel,Norm,Norm,1Fam,1Story,4,Gable,CompShg,HdBoard,Plywood,None,0.0,TA,TA,PConc,TA,TA,Gd,ALQ,633,Unf,431,1064,GasA,Gd,Y,SBrkr,1040,0,6.946975992135418,1,1,0,TA,5,Typ,0,NA,Attchd,Unf,2,648,TA,TA,Y,0,0,NA,WD,Normal,58,58,58.0,11.792449349720545
877,RL,4.30406509320417,9.086363192156472,Pave,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,9,Hip,CompShg,VinylSd,VinylSd,Stone,216.0,Gd,TA,PConc,Ex,TA,No,GLQ,1170,Unf,292,1462,GasA,Ex,Y,SBrkr,1462,762,7.707062655370473,1,2,1,Ex,10,Typ,1,Gd,Attchd,Fin,3,738,TA,TA,Y,184,0,NA,WD,Normal,17,16,17.0,12.765688433465597
878,RL,4.477336814478207,9.374328222081633,Pave,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,SFoyer,5,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,TA,TA,Av,ALQ,899,Unf,210,1109,GasA,TA,Y,SBrkr,1155,0,7.051855622955894,1,1,0,Gd,6,Min2,0,NA,Detchd,Unf,2,576,TA,TA,Y,192,0,NA,WD,Normal,60,26,34.0,11.904967552746252
879,RL,4.249208678464876,8.85366542803745,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,Gable,CompShg,VinylSd,VinylSd,BrkFace,90.0,Gd,Gd,CBlock,TA,TA,No,ALQ,646,Unf,218,864,GasA,Ex,Y,SBrkr,864,0,6.761572768804055,1,1,0,TA,6,Typ,0,NA,Attchd,Unf,1,336,TA,TA,Y,0,0,NA,WD,Normal,43,16,43.0,11.824079893607152
880,RL,4.0943445622221,8.857088135314953,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Ex,Gd,No,ALQ,980,Unf,110,1090,GasA,Gd,Y,SBrkr,1090,0,6.993932975223189,1,1,1,TA,5,Typ,0,NA,Attchd,Fin,2,450,TA,TA,Y,0,49,NA,WD,Normal,16,15,16.0,11.964001084330445
881,RL,3.784189633918261,9.52937575208596,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,Timber,Norm,Norm,1Fam,1.5Fin,7,Gable,CompShg,HdBoard,HdBoard,BrkFace,117.0,Gd,Gd,CBlock,Gd,TA,Mn,LwQ,902,Unf,254,1156,GasA,Ex,Y,SBrkr,1187,530,7.448333860897476,0,2,1,Gd,7,Typ,1,TA,Attchd,RFn,2,400,TA,TA,Y,168,36,NA,WD,Normal,31,30,31.0,12.141534124392603
882,RL,4.249208678464876,9.173261363734762,Pave,IR1,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,No,Unf,0,Unf,808,808,GasA,Gd,Y,SBrkr,808,785,7.373374309910049,0,2,1,TA,7,Typ,1,TA,BuiltIn,RFn,2,389,TA,TA,Y,342,40,NA,WD,Normal,29,28,28.0,12.089538829274222
883,RL,4.0943445622221,8.73294952429643,Pave,Reg,Bnk,AllPub,Inside,Gtl,SWISU,Norm,Norm,1Fam,2.5Fin,4,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,Gd,TA,PConc,TA,Fa,No,Unf,0,Unf,795,795,GasA,TA,N,SBrkr,954,795,7.709756864454165,1,1,0,TA,10,Typ,0,NA,Detchd,Unf,1,440,TA,Gd,Y,0,188,NA,WD,Normal,109,71,24.0,11.682668239557323
884,RL,4.174387269895637,8.874867635688053,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,Gable,CompShg,HdBoard,HdBoard,BrkFace,60.0,TA,TA,CBlock,TA,TA,No,BLQ,432,Unf,460,892,GasA,TA,Y,SBrkr,892,0,6.79346613258001,0,1,0,TA,5,Typ,0,NA,Attchd,RFn,1,288,TA,TA,Y,0,0,NA,WD,Normal,54,54,54.0,11.512925464970229
885,FV,3.912023005428146,8.540714386457584,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,Somerst,Norm,Norm,TwnhsE,1Story,9,Gable,CompShg,MetalSd,MetalSd,BrkFace,60.0,Gd,TA,PConc,Ex,TA,Av,GLQ,1238,Unf,460,1698,GasA,Ex,Y,SBrkr,1709,0,7.443663683115591,1,2,0,Gd,5,Typ,1,TA,Attchd,Fin,2,506,TA,TA,Y,97,65,NA,CWD,Abnorml,22,21,22.0,12.703509032177148
886,RL,4.248495242049359,9.035153304082828,Pave,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,Duplex,1Story,5,Gable,CompShg,MetalSd,MetalSd,BrkFace,122.0,TA,TA,CBlock,TA,TA,No,LwQ,528,Unf,1098,1626,GasA,Ex,Y,SBrkr,1712,0,7.445417556701687,0,2,0,TA,8,Typ,0,NA,Attchd,Fin,2,588,TA,TA,Y,272,54,NA,WD,Family,62,16,16.0,11.884489021402711
887,RL,4.07753744390572,9.709052927858371,Pave,IR1,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,5,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,Gd,PConc,TA,TA,No,Unf,0,Unf,816,816,GasA,TA,Y,SBrkr,872,521,7.239214973779806,0,1,1,TA,8,Typ,0,NA,Attchd,Unf,1,300,TA,TA,Y,121,0,NA,WD,Normal,66,66,66.0,11.816726919301892
888,RL,4.553876891600541,9.671870704017296,Pave,IR1,Lvl,AllPub,Inside,Mod,NAmes,Norm,Norm,1Fam,1Story,8,Flat,Tar&Grv,Wd Sdng,Wd Sdng,None,0.0,Gd,Gd,PConc,TA,Gd,Gd,ALQ,351,Rec,1043,2217,GasA,Ex,Y,SBrkr,2217,0,7.7039102096163115,1,2,0,Gd,8,Typ,1,TA,Attchd,Unf,2,621,TA,TA,Y,81,207,NA,WD,Normal,51,51,51.0,12.498742259492994
889,RL,4.852030263919617,9.405907155520158,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Feedr,Norm,1Fam,1Story,6,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,90.0,TA,TA,CBlock,TA,TA,No,BLQ,1024,Unf,481,1505,GasA,Ex,Y,SBrkr,1505,0,7.316548177182976,1,1,0,TA,6,Typ,1,TA,Attchd,RFn,2,505,TA,TA,Y,0,0,NA,WD,Normal,68,68,68.0,11.915051671812877
890,RL,4.0943445622221,8.99516499031115,Pave,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Artery,Norm,1Fam,1.5Fin,5,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,Gd,CBlock,TA,TA,Mn,Unf,0,Unf,672,672,GasA,Ex,Y,SBrkr,672,252,6.828712071641684,0,1,0,TA,6,Typ,1,Po,Detchd,Unf,2,576,TA,TA,Y,0,0,NA,WD,Normal,72,15,18.0,11.719126295554126
891,RL,4.248495242049359,9.322239464473592,Pave,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,2Story,6,Hip,CompShg,HdBoard,HdBoard,BrkFace,92.0,TA,TA,CBlock,TA,TA,No,LwQ,226,Rec,192,918,GasA,Gd,Y,SBrkr,918,765,7.428333194190806,0,2,1,TA,7,Typ,1,TA,Attchd,RFn,2,440,TA,TA,Y,243,0,NA,WD,Normal,43,43,43.0,12.058152515453552
892,RL,4.248495242049359,9.037652264150466,Pave,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,6,Hip,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,TA,TA,No,GLQ,663,Unf,396,1059,GasA,TA,Y,SBrkr,1068,0,6.97354301952014,0,1,0,TA,6,Typ,0,NA,Attchd,RFn,1,264,TA,TA,Y,192,0,NA,WD,Normal,58,18,58.0,11.947949375319936
893,RL,4.249208678464876,9.494315582496638,Pave,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,PosN,Norm,1Fam,1Story,5,Gable,CompShg,Wd Sdng,Plywood,None,0.0,TA,TA,PConc,Gd,TA,Mn,BLQ,1064,Unf,319,1383,GasA,TA,Y,SBrkr,1383,0,7.232010331664759,1,1,0,TA,6,Typ,1,Gd,Attchd,Unf,1,354,TA,TA,Y,511,116,NA,WD,Normal,67,67,67.0,12.013700752882718
894,RL,4.1588830833596715,8.85623355614316,Pave,Reg,Bnk,AllPub,Inside,Gtl,SawyerW,Norm,Norm,Duplex,1Story,5,Gable,CompShg,Plywood,Plywood,None,0.0,TA,TA,Slab,NA,NA,NA,NA,0,NA,0,0,GasA,TA,Y,SBrkr,1535,0,7.336285660021297,0,2,0,TA,8,Typ,0,NA,Attchd,Unf,2,400,TA,TA,Y,0,0,NA,WD,Alloca,42,42,42.0,11.685684782260491
895,RL,4.2626798770413155,8.861633597686627,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,2Story,6,Hip,CompShg,HdBoard,HdBoard,BrkFace,415.0,TA,TA,CBlock,TA,TA,No,BLQ,400,Unf,380,780,GasA,TA,Y,SBrkr,983,813,7.493317248862145,1,1,1,TA,8,Typ,1,TA,Attchd,RFn,2,483,TA,TA,Y,0,50,NA,WD,Normal,58,58,58.0,11.84939770159144
896,RM,3.912023005428146,9.078521797355334,Pave,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1Story,4,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,TA,No,ALQ,285,Unf,666,951,GasA,Ex,N,SBrkr,951,0,6.85751406254539,0,1,0,TA,6,Typ,0,NA,Detchd,Unf,1,327,TA,TA,Y,0,28,NA,WD,Abnorml,85,71,85.0,11.575900264131617
897,RL,4.1588830833596715,8.85623355614316,Pave,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Feedr,Norm,Duplex,2Story,5,Gable,CompShg,Plywood,Plywood,None,0.0,TA,TA,Slab,NA,NA,NA,NA,0,NA,0,0,GasA,TA,Y,SBrkr,1120,1120,7.7142311448490855,0,2,0,TA,12,Typ,0,NA,Detchd,Unf,2,528,TA,TA,Y,154,0,NA,WD,Alloca,42,42,42.0,11.870271183889114
898,RL,4.605170185988092,9.466454374960302,Pave,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,9,Hip,CompShg,VinylSd,VinylSd,Stone,760.0,Ex,TA,PConc,Ex,TA,Gd,GLQ,2188,Unf,142,2330,GasA,Ex,Y,SBrkr,2364,0,7.768110378525988,1,2,1,Ex,11,Typ,2,Gd,Attchd,Fin,3,820,TA,TA,Y,0,67,NA,New,Partial,12,11,12.0,13.323926946863102
899,RL,4.174387269895637,8.852664927703866,Pave,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Feedr,Norm,1Fam,1Story,5,Gable,CompShg,HdBoard,Plywood,None,0.0,TA,TA,CBlock,TA,TA,No,BLQ,465,Unf,447,912,GasA,TA,Y,SBrkr,1236,0,7.119635638017636,0,1,0,TA,6,Typ,1,TA,Attchd,Unf,1,288,TA,TA,Y,0,0,NA,WD,Normal,60,27,60.0,11.813030057420567
